id,level,REGIOVIZ,DENS,POP,AREA,ZEMP,BV,EPCI,AU,TAU,UU,OLD_REG,REG,STOCK1,STOCK2,ratio1,STOCK3,STOCK4,ratio2,name
0061,ZEMP,1,161.77633232282298,1429103,883382,1,0,0,0,0,0,Midi-Pyrénées,Occitanie,302,11109,36.78476821192053,171670,4067,42.21047455126629,Toulouse
0101,ZEMP,1,304.33737626522293,245652,80717,1,0,0,0,0,0,Guadeloupe,Guadeloupe,2347,10787,4.596080102258202,114489,9180,12.47156862745098,Pointe-à-Pitre
0102,ZEMP,1,262.4421754532194,62973,23995,1,0,0,0,0,0,Guadeloupe,Guadeloupe,6752,4268,0.6321090047393365,154407,5221,29.574219498180426,Basse-Terre
0103,ZEMP,1,70.05454887453759,11173,15949,1,0,0,0,0,0,Guadeloupe,Guadeloupe,3260,2912,0.8932515337423312,121580,1670,72.80239520958084,Marie-Galante
0106,ZEMP,1,191.86808064328167,82321,42905,1,0,0,0,0,0,Guadeloupe,Guadeloupe,539,5459,10.128014842300557,180658,5818,31.05156411137848,L'Est - Grande-Terre
0201,ZEMP,1,915.3601273378433,161021,17591,1,0,0,0,0,0,Martinique,Martinique,3649,10533,2.886544258701014,138090,11545,11.961022087483759,Le Centre agglomération
0202,ZEMP,1,321.2631276075385,66993,20853,1,0,0,0,0,0,Martinique,Martinique,7351,9021,1.2271799755135355,108936,7926,13.744133232399697,Le Sud-Caraibe
0203,ZEMP,1,258.83509461784223,52660,20345,1,0,0,0,0,0,Martinique,Martinique,6831,7162,1.0484555701947007,182049,2525,72.09861386138614,Le Sud
0204,ZEMP,1,348.31712381160526,63749,18302,1,0,0,0,0,0,Martinique,Martinique,5532,10147,1.834237165582068,108435,11054,9.809571195947168,Le Centre-Atlantique
0205,ZEMP,1,122.35060385842003,23402,19127,1,0,0,0,0,0,Martinique,Martinique,728,4978,6.837912087912088,119724,9025,13.265817174515236,Le Nord-Caraibe
0206,ZEMP,1,121.55249262840293,17726,14583,1,0,0,0,0,0,Martinique,Martinique,623,11381,18.26805778491172,181345,4463,40.632982298902085,Le Nord-Atlantique
0301,ZEMP,1,4.2282199514903915,129785,3069495,1,0,0,0,0,0,Guyane,Guyane,4961,11842,2.38701874622052,104744,5296,19.77794561933535,Cayenne
0302,ZEMP,1,2.5939652829276967,30921,1192036,1,0,0,0,0,0,Guyane,Guyane,1917,9856,5.141366718831508,152129,3180,47.83930817610063,Kourou
0303,ZEMP,1,2.0240796858226093,83412,4120984,1,0,0,0,0,0,Guyane,Guyane,3859,8729,2.2619849701995336,188009,3480,54.02557471264368,Saint-Laurent
0401,ZEMP,1,169.26983609673957,124652,73641,1,0,0,0,0,0,La Réunion,La Réunion,4247,4064,0.9569107605368495,99255,6192,16.029554263565892,L'Est
0402,ZEMP,1,684.9642336273353,197256,28798,1,0,0,0,0,0,La Réunion,La Réunion,1358,6094,4.487481590574374,181907,9332,19.492820402914703,Le Nord
0403,ZEMP,1,395.66782962368706,212074,53599,1,0,0,0,0,0,La Réunion,La Réunion,4490,1266,0.2819599109131403,118027,3646,32.37164015359298,L'Ouest
0404,ZEMP,1,319.400277904473,301121,94277,1,0,0,0,0,0,La Réunion,La Réunion,4294,5871,1.3672566371681416,147574,6759,21.833703210534104,Le Sud
0601,ZEMP,1,580.648244224783,212645,36622,1,0,0,0,0,0,Mayotte,Mayotte,7621,10274,1.3481170450072169,182634,7587,24.071965203637802,Mayotte
1101,ZEMP,1,9085.722773182213,5964141,65643,1,0,0,0,0,0,Île-de-France,Île-de-France,6622,4490,0.6780428873452129,179220,2965,60.44519392917369,Paris
1102,ZEMP,1,1080.2212332301342,334955,31008,1,0,0,0,0,0,Île-de-France,Île-de-France,2399,2757,1.1492288453522301,135985,4806,28.294839783603827,Marne-la-Vallée
1103,ZEMP,1,98.25599878888805,64903,66055,1,0,0,0,0,0,Île-de-France,Île-de-France,7478,11926,1.5948114469109387,137184,5534,24.78930249367546,Coulommiers
1104,ZEMP,1,219.65031315240086,151506,68976,1,0,0,0,0,0,Île-de-France,Île-de-France,5549,3772,0.6797621193007749,166782,2260,73.79734513274336,Meaux
1105,ZEMP,1,213.9233503678021,390562,182571,1,0,0,0,0,0,Île-de-France,Île-de-France,7480,6887,0.9207219251336899,117656,6796,17.312536786344907,Melun
1106,ZEMP,1,137.8344863594831,42238,30644,1,0,0,0,0,0,Île-de-France,Île-de-France,6474,4542,0.7015755329008341,137812,11895,11.585708280790248,Montereau-Fault-Yonne
1107,ZEMP,1,88.27230401409338,49105,55629,1,0,0,0,0,0,Île-de-France,Île-de-France,219,3819,17.438356164383563,111295,2875,38.711304347826086,Nemours
1108,ZEMP,1,59.12316234723542,42911,72579,1,0,0,0,0,0,Île-de-France,Île-de-France,150,6636,44.24,128690,3770,34.13527851458886,Provins
1109,ZEMP,1,157.9841070681723,37774,23910,1,0,0,0,0,0,Île-de-France,Île-de-France,4260,7152,1.6788732394366197,171918,11187,15.367658889782783,Houdan
1110,ZEMP,1,301.771939337753,172520,57169,1,0,0,0,0,0,Île-de-France,Île-de-France,3570,4223,1.1829131652661065,117124,9713,12.058478328014003,Mantes-la-Jolie
1111,ZEMP,1,904.9200265349747,245541,27134,1,0,0,0,0,0,Île-de-France,Île-de-France,7255,4314,0.5946243969676085,181308,865,209.60462427745665,Poissy
1112,ZEMP,1,131.46909383338817,71932,54714,1,0,0,0,0,0,Île-de-France,Île-de-France,3670,8982,2.4474114441416894,93191,12218,7.627353085611393,Rambouillet
1113,ZEMP,1,461.1134400939046,54997,11927,1,0,0,0,0,0,Île-de-France,Île-de-France,3018,1511,0.5006626905235255,182203,11828,15.404379438620223,Plaisir
1114,ZEMP,1,123.74275150021215,61244,49493,1,0,0,0,0,0,Île-de-France,Île-de-France,4602,10663,2.3170360712733595,178415,5779,30.872988406298667,Étampes
1115,ZEMP,1,578.8157805160324,340089,58756,1,0,0,0,0,0,Île-de-France,Île-de-France,407,3859,9.481572481572481,109959,7600,14.46828947368421,Évry
1116,ZEMP,1,1040.5776612592945,1162960,111761,1,0,0,0,0,0,Île-de-France,Île-de-France,6266,8595,1.3716884774976061,115665,11627,9.947965941343424,Saclay
1117,ZEMP,1,963.5389431677446,560163,58136,1,0,0,0,0,0,Île-de-France,Île-de-France,1648,11610,7.044902912621359,95299,9592,9.935258548790658,Créteil
1118,ZEMP,1,4118.29846355018,503915,12236,1,0,0,0,0,0,Île-de-France,Île-de-France,2913,9765,3.35221421215242,104108,5550,18.758198198198198,Orly
1119,ZEMP,1,612.6910842778173,396791,64762,1,0,0,0,0,0,Île-de-France,Île-de-France,3128,4122,1.317774936061381,161592,2282,70.81156879929885,Cergy
2101,ZEMP,1,71.05276196728622,229445,322922,1,0,0,0,0,0,Champagne-Ardenne,Grand Est,7871,10350,1.3149536272392326,171696,7274,23.604069287874623,Charleville-Mézières
2102,ZEMP,1,50.100918018104466,313261,625260,1,0,0,0,0,0,Champagne-Ardenne,Grand Est,3220,6608,2.0521739130434784,154496,12362,12.49765410127811,Troyes
2103,ZEMP,1,38.86131570291915,105156,270593,1,0,0,0,0,0,Champagne-Ardenne,Grand Est,3551,10832,3.05040833568009,152980,4680,32.68803418803419,Châlons-en-Champagne
2104,ZEMP,1,47.756768876447055,109693,229691,1,0,0,0,0,0,Champagne-Ardenne,Grand Est,1856,5799,3.1244612068965516,182732,3588,50.928651059085844,Épernay
2105,ZEMP,1,98.21305537646757,354941,361399,1,0,0,0,0,0,Champagne-Ardenne,Grand Est,1457,2224,1.5264241592312973,177766,4585,38.771210468920394,Reims
2106,ZEMP,1,23.915625958452306,110726,462986,1,0,0,0,0,0,Champagne-Ardenne,Grand Est,4428,5665,1.2793586269196024,154999,5870,26.40528109028961,Chaumont - Langres
2107,ZEMP,1,42.4427704770807,115786,272805,1,0,0,0,0,0,Champagne-Ardenne,Grand Est,7831,9300,1.1875877921082876,165311,2582,64.02439969016267,Vitry-le-François - Saint-Dizier
2201,ZEMP,1,63.627590555996136,66592,104659,1,0,0,0,0,0,Picardie,Hauts-de-France,3756,8189,2.18024494142705,107636,12811,8.40184216688783,Château-Thierry
2202,ZEMP,1,148.10053216713212,56216,37958,1,0,0,0,0,0,Picardie,Hauts-de-France,1546,7667,4.959249676584735,146899,5943,24.71798754837624,Tergnier
2203,ZEMP,1,51.670604117448526,59709,115557,1,0,0,0,0,0,Picardie,Hauts-de-France,7169,9540,1.330729529920491,145392,3210,45.29345794392523,La Thiérache
2204,ZEMP,1,49.156398289363196,100690,204836,1,0,0,0,0,0,Picardie,Hauts-de-France,2227,11810,5.30309833857207,181537,8919,20.353963448817133,Laon
2205,ZEMP,1,111.20996011120512,138006,124095,1,0,0,0,0,0,Picardie,Hauts-de-France,2574,10928,4.245532245532246,155545,3895,39.934531450577666,Saint-Quentin
2206,ZEMP,1,92.1881574698359,94208,102191,1,0,0,0,0,0,Picardie,Hauts-de-France,5533,3316,0.5993132116392553,140605,11524,12.201058660187435,Soissons
2207,ZEMP,1,99.13797201578272,250252,252428,1,0,0,0,0,0,Picardie,Hauts-de-France,3339,4026,1.205750224618149,151323,4400,34.39159090909091,Beauvais
2208,ZEMP,1,129.33440124080678,203465,157317,1,0,0,0,0,0,Picardie,Hauts-de-France,3159,4706,1.4897119341563787,137313,2943,46.657492354740064,Compiègne
2209,ZEMP,1,69.51791595967661,69650,100190,1,0,0,0,0,0,Picardie,Hauts-de-France,1808,2576,1.424778761061947,96636,10946,8.828430476886535,Abbeville
2210,ZEMP,1,103.99045348613456,389099,374168,1,0,0,0,0,0,Picardie,Hauts-de-France,5907,5085,0.8608430675469781,99607,12514,7.9596451973789355,Amiens
2211,ZEMP,1,63.71225335840337,56249,88286,1,0,0,0,0,0,Picardie,Hauts-de-France,6010,11577,1.9262895174708818,106484,9616,11.073627287853578,Péronne
2301,ZEMP,1,57.9693592217715,58876,101564,1,0,0,0,0,0,Haute-Normandie,Normandie,5983,7638,1.2766170817315727,124082,8533,14.541427399507793,Bernay
2302,ZEMP,1,104.03155252096845,218795,210316,1,0,0,0,0,0,Haute-Normandie,Normandie,4198,6391,1.522391615054788,97436,9325,10.448900804289543,Évreux
2303,ZEMP,1,83.1324350762046,52691,63382,1,0,0,0,0,0,Haute-Normandie,Normandie,2523,1515,0.6004756242568371,119367,1321,90.36109008327026,Pont-Audemer
2304,ZEMP,1,135.20549156589217,122315,90466,1,0,0,0,0,0,Haute-Normandie,Normandie,151,8167,54.086092715231786,131822,9989,13.196716388026829,Vernon - Gisors
2305,ZEMP,1,111.48896724708277,122678,110036,1,0,0,0,0,0,Haute-Normandie,Normandie,4898,9049,1.847488770926909,93879,6171,15.212931453573164,Dieppe - Caux maritime
2306,ZEMP,1,294.50235299291904,401766,136422,1,0,0,0,0,0,Haute-Normandie,Normandie,4998,3209,0.6420568227290916,179487,7889,22.751552795031056,Le Havre
2307,ZEMP,1,198.04270886993686,830401,419304,1,0,0,0,0,0,Haute-Normandie,Normandie,6516,8965,1.3758440761203192,151840,6815,22.28026412325752,Rouen
2401,ZEMP,1,52.68541995142114,197819,375472,1,0,0,0,0,0,Centre,Centre-Val de Loire,936,10986,11.737179487179487,159629,6837,23.347813368436448,Bourges
2402,ZEMP,1,25.318344404701072,37161,146775,1,0,0,0,0,0,Centre,Centre-Val de Loire,7695,3852,0.5005847953216375,99893,11142,8.96544605995333,Saint-Amand-Montrond
2403,ZEMP,1,58.36891227721789,47029,80572,1,0,0,0,0,0,Centre,Centre-Val de Loire,3713,4416,1.1893347697279828,122061,5203,23.459734768402843,Vierzon
2404,ZEMP,1,81.13979136400455,247422,304933,1,0,0,0,0,0,Centre,Centre-Val de Loire,1300,3402,2.616923076923077,130955,7278,17.993267381148666,Chartres
2405,ZEMP,1,44.203302900426216,37232,84229,1,0,0,0,0,0,Centre,Centre-Val de Loire,1112,6173,5.551258992805756,155722,1589,98.0,Châteaudun
2406,ZEMP,1,104.1014521800922,114268,109766,1,0,0,0,0,0,Centre,Centre-Val de Loire,3884,11904,3.0648815653964983,142841,10703,13.345884331495842,Dreux
2407,ZEMP,1,23.793841070823447,22469,94432,1,0,0,0,0,0,Centre,Centre-Val de Loire,3733,11129,2.98124832574337,172061,3436,50.07596041909197,Le Blanc
2408,ZEMP,1,41.52985747790006,20718,49887,1,0,0,0,0,0,Centre,Centre-Val de Loire,1161,7696,6.628768303186908,134608,12754,10.554179081072604,Issoudun
2409,ZEMP,1,34.5817915289497,175043,506171,1,0,0,0,0,0,Centre,Centre-Val de Loire,767,2381,3.104302477183833,126757,3499,36.22663618176622,Châteauroux
2410,ZEMP,1,61.938965059708096,35011,56525,1,0,0,0,0,0,Centre,Centre-Val de Loire,4568,11202,2.452276707530648,186722,11239,16.61375567221283,Chinon
2411,ZEMP,1,27.76451495301824,23609,85033,1,0,0,0,0,0,Centre,Centre-Val de Loire,4750,2155,0.4536842105263158,158658,10896,14.56112334801762,Loches
2412,ZEMP,1,118.88260019788348,537089,451781,1,0,0,0,0,0,Centre,Centre-Val de Loire,5820,6330,1.0876288659793814,156668,3257,48.10193429536383,Tours
2413,ZEMP,1,78.16735130959904,178109,227856,1,0,0,0,0,0,Centre,Centre-Val de Loire,5286,2506,0.47408248202799846,102437,4920,20.820528455284553,Blois
2414,ZEMP,1,42.74610047472482,57358,134183,1,0,0,0,0,0,Centre,Centre-Val de Loire,6312,2493,0.39496197718631176,180827,937,192.98505869797225,Romorantin-Lanthenay
2415,ZEMP,1,43.79870342479209,66885,152710,1,0,0,0,0,0,Centre,Centre-Val de Loire,2132,6241,2.9272983114446527,95003,4407,21.55729521216247,Vendôme
2416,ZEMP,1,37.21484708444942,75858,203838,1,0,0,0,0,0,Centre,Centre-Val de Loire,5654,2339,0.4136894234170499,159868,1643,97.30249543517955,Gien
2417,ZEMP,1,73.64821380512748,125881,170922,1,0,0,0,0,0,Centre,Centre-Val de Loire,2354,1331,0.5654205607476636,108963,3718,29.30688542227004,Montargis
2418,ZEMP,1,97.42799458098851,481116,493817,1,0,0,0,0,0,Centre,Centre-Val de Loire,896,7139,7.967633928571429,101973,10300,9.900291262135923,Orléans
2419,ZEMP,1,64.77181149807208,52243,80657,1,0,0,0,0,0,Centre,Centre-Val de Loire,1670,3203,1.9179640718562874,119370,2847,41.92834562697576,Pithiviers
2501,ZEMP,1,78.66702435243973,52784,67098,1,0,0,0,0,0,Basse-Normandie,Normandie,3533,5671,1.6051514293801301,143063,7648,18.70593619246862,Bayeux
2502,ZEMP,1,164.92795539681157,473302,286975,1,0,0,0,0,0,Basse-Normandie,Normandie,4387,11228,2.559379986323228,91289,11969,7.627120060155401,Caen
2503,ZEMP,1,120.60604659763314,52179,43264,1,0,0,0,0,0,Basse-Normandie,Normandie,5828,7062,1.2117364447494852,119203,10478,11.376503149456003,Honfleur
2504,ZEMP,1,89.24602821838131,70275,78743,1,0,0,0,0,0,Basse-Normandie,Normandie,2577,6520,2.530073729142414,180549,2267,79.64225849139832,Lisieux
2505,ZEMP,1,124.9467846739861,44611,35704,1,0,0,0,0,0,Basse-Normandie,Normandie,275,6298,22.901818181818182,128124,3546,36.131979695431475,Vire Normandie
2506,ZEMP,1,67.9160881149848,90488,133235,1,0,0,0,0,0,Basse-Normandie,Normandie,1404,1870,1.331908831908832,158937,4256,37.34421992481203,Avranches
2507,ZEMP,1,118.61157479908448,206772,174327,1,0,0,0,0,0,Basse-Normandie,Normandie,532,11535,21.68233082706767,162769,9986,16.29971960745043,Cherbourg-en-Cotentin
2508,ZEMP,1,77.93180036582179,59649,76540,1,0,0,0,0,0,Basse-Normandie,Normandie,3128,2079,0.6646419437340153,179436,10929,16.418336535822124,Coutances
2509,ZEMP,1,127.38944711421776,52487,41202,1,0,0,0,0,0,Basse-Normandie,Normandie,7784,5243,0.6735611510791367,174404,7609,22.920751741358917,Granville
2510,ZEMP,1,90.83109246335262,86810,95573,1,0,0,0,0,0,Basse-Normandie,Normandie,1393,3271,2.348169418521177,179856,1333,134.9257314328582,Saint-Lô
2511,ZEMP,1,45.30649786290105,41870,92415,1,0,0,0,0,0,Basse-Normandie,Normandie,1617,4449,2.75139146567718,119860,10203,11.747525237675193,Argentan
2512,ZEMP,1,72.39821676360309,98088,135484,1,0,0,0,0,0,Basse-Normandie,Normandie,4150,4328,1.0428915662650602,130226,4405,29.56322360953462,Flers
2513,ZEMP,1,46.216132918662964,32990,71382,1,0,0,0,0,0,Basse-Normandie,Normandie,3061,3247,1.060764456060111,90488,8192,11.0458984375,L'Aigle
2601,ZEMP,1,69.51451458399856,50072,72031,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,7115,9215,1.2951510892480675,173173,2874,60.25504523312456,Beaune
2602,ZEMP,1,12.75707052165661,18417,144367,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,4690,5779,1.2321961620469084,99821,2438,40.94380639868745,Chatillon
2603,ZEMP,1,79.31982016110106,429240,541151,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,3299,11583,3.5110639587753867,118889,9206,12.914295024983707,Dijon
2604,ZEMP,1,26.94750158127767,31953,118575,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,3085,10135,3.2852512155591573,171925,9555,17.993197278911566,Montbard
2605,ZEMP,1,12.897459469713551,35354,274116,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,1021,7787,7.626836434867776,102785,8611,11.93647659969806,Le Morvan
2606,ZEMP,1,58.37838884398128,120608,206597,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,5937,10453,1.760653528718208,160191,6301,25.423107443262975,Nevers
2607,ZEMP,1,30.02942208545901,33375,111141,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,1899,3779,1.9899947340705635,170014,6733,25.2508540026734,Autun
2608,ZEMP,1,85.00127543851306,196602,231293,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,7734,5423,0.7011895526247737,165733,7382,22.450961798970468,Chalon-sur-Saône
2609,ZEMP,1,48.655221178118765,36814,75663,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,7697,1665,0.2163180459919449,101907,2126,47.93367826904986,Louhans
2610,ZEMP,1,94.61707513839819,102036,107841,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,1253,3746,2.9896249002394253,170683,7977,21.396891061802684,Le Creusot - Montceau
2611,ZEMP,1,38.44092025910208,84329,219373,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,6728,9185,1.3651902497027348,136034,11265,12.075810031069684,Le Charolais
2612,ZEMP,1,45.61898549074893,208393,456812,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,6690,8690,1.2989536621823616,170372,3677,46.334511830296435,Auxerre
2613,ZEMP,1,23.888377501090062,24654,103205,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,6149,10154,1.6513254187672792,132285,10434,12.678263369752731,Avallon
2614,ZEMP,1,69.97360728413146,108436,154967,1,0,0,0,0,0,Bourgogne,Bourgogne-Franche-Comté,5307,4794,0.9033352176370831,129395,4038,32.04432887568103,Sens
3110,ZEMP,1,1941.5471474752994,426422,21963,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,6105,10499,1.7197379197379197,126332,6200,20.376129032258063,Roubaix - Tourcoing
3111,ZEMP,1,1203.8266648623453,800629,66507,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,6761,1890,0.27954444608785683,141989,4973,28.551980695757088,Lille
3112,ZEMP,1,353.4993289341237,252851,71528,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,4222,3975,0.9414969208905732,156257,9808,15.931586460032626,Dunkerque
3113,ZEMP,1,176.99858948238278,124230,70187,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,3089,11964,3.8730980899967626,99765,7375,13.527457627118643,La Flandre - Lys
3114,ZEMP,1,517.1145360630712,247279,47819,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,4347,6214,1.429491603404647,159438,9878,16.14071674428022,Douai
3115,ZEMP,1,548.0499929432797,349486,63769,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,4552,6030,1.3246924428822495,177349,2085,85.05947242206236,Valenciennes
3116,ZEMP,1,155.2534194235277,180819,116467,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,7154,2093,0.2925636007827789,97267,1652,58.87832929782083,Cambrai
3117,ZEMP,1,164.19023627396174,232032,141319,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,5048,7669,1.519215530903328,130249,987,131.96453900709218,Maubeuge
3121,ZEMP,1,109.54668254247454,242888,221721,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,2661,5637,2.1183765501691094,144476,9169,15.757007307230886,Arras
3122,ZEMP,1,1130.5401770354385,361445,31971,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,3382,11769,3.479893554109994,101377,2327,43.56553502363558,Lens - Hénin
3123,ZEMP,1,419.9170838772612,292720,69709,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,2799,7005,2.502679528403001,128001,9702,13.19325912183055,Béthune - Bruay
3124,ZEMP,1,168.1720061185687,117638,69951,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,6763,9257,1.3687712553600473,144414,12143,11.892777732026682,Saint-Omer
3125,ZEMP,1,236.36077848589636,165410,69982,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,2024,11981,5.919466403162056,94815,12308,7.703526161845954,Calais
3126,ZEMP,1,249.98995844340425,161821,64731,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,2905,2751,0.946987951807229,156175,10838,14.409946484591252,Boulogne-sur-mer
3127,ZEMP,1,90.41632245628529,105071,116208,1,0,0,0,0,0,Nord-Pas-de-Calais,Hauts-de-France,3405,9293,2.729221732745962,90908,3644,24.947310647639956,Berck - Montreuil
4101,ZEMP,1,115.0222571083317,111368,96823,1,0,0,0,0,0,Lorraine,Grand Est,7685,9441,1.2284970722186077,129376,9562,13.530223802551767,Longwy
4102,ZEMP,1,97.86277046095955,33289,34016,1,0,0,0,0,0,Lorraine,Grand Est,2078,7845,3.775264677574591,150628,9544,15.782481139983236,Lunéville
4103,ZEMP,1,148.71201023675388,513684,345422,1,0,0,0,0,0,Lorraine,Grand Est,306,11550,37.745098039215684,100300,7031,14.26539610297255,Nancy
4104,ZEMP,1,43.75067431004596,60827,139031,1,0,0,0,0,0,Lorraine,Grand Est,4261,3287,0.7714151607603849,141507,5497,25.742586865563034,Bar-le-Duc
4105,ZEMP,1,23.13255141722295,44495,192348,1,0,0,0,0,0,Lorraine,Grand Est,1670,7062,4.22874251497006,109380,11381,9.610754766716457,Commercy
4106,ZEMP,1,29.499481572249977,62592,212180,1,0,0,0,0,0,Lorraine,Grand Est,6460,4004,0.6198142414860681,155020,9207,16.83718909525361,Verdun
4107,ZEMP,1,168.96796539094433,509310,301424,1,0,0,0,0,0,Lorraine,Grand Est,641,1917,2.9906396255850236,172721,507,340.67258382642996,Metz
4108,ZEMP,1,177.25476163367543,217956,122962,1,0,0,0,0,0,Lorraine,Grand Est,248,3660,14.758064516129032,151901,1182,128.5118443316413,Forbach
4109,ZEMP,1,56.48891966759003,73413,129960,1,0,0,0,0,0,Lorraine,Grand Est,3296,6745,2.0464199029126213,151649,5736,26.438110181311018,Sarrebourg
4110,ZEMP,1,105.10601105221609,111837,106404,1,0,0,0,0,0,Lorraine,Grand Est,422,7043,16.68957345971564,163772,8895,18.411691961776278,Sarreguemines
4111,ZEMP,1,265.2793539678179,222068,83711,1,0,0,0,0,0,Lorraine,Grand Est,3056,3722,1.2179319371727748,121251,8052,15.05849478390462,Thionville
4112,ZEMP,1,71.67427674995399,163565,228206,1,0,0,0,0,0,Lorraine,Grand Est,7762,9581,1.234346817830456,108019,8637,12.506541623248813,Épinal
4113,ZEMP,1,88.81181567882525,83222,93706,1,0,0,0,0,0,Lorraine,Grand Est,1892,10093,5.334566596194503,133287,633,210.56398104265404,Remiremont
4114,ZEMP,1,75.59255374934452,86493,114420,1,0,0,0,0,0,Lorraine,Grand Est,6929,6694,0.9660845720883244,120121,1594,75.35821831869511,Saint-Dié-des-Vosges
4115,ZEMP,1,31.446935835395813,51078,162426,1,0,0,0,0,0,Lorraine,Grand Est,4862,4979,1.0240641711229947,95851,11755,8.154062101233517,Neufchâteau
4201,ZEMP,1,160.22795869737888,201727,125900,1,0,0,0,0,0,Alsace,Grand Est,705,2973,4.217021276595744,92147,11167,8.25172382913943,Haguenau
4202,ZEMP,1,148.56957301837156,134971,90847,1,0,0,0,0,0,Alsace,Grand Est,5411,1984,0.3666605063759009,96671,10723,9.015294227361746,Molsheim - Obernai
4203,ZEMP,1,92.0159751602849,77644,84381,1,0,0,0,0,0,Alsace,Grand Est,652,11997,18.400306748466257,131151,12710,10.318725413060582,Saverne
4204,ZEMP,1,127.30479880595216,84440,66329,1,0,0,0,0,0,Alsace,Grand Est,4429,5232,1.1813050349966132,160614,4336,37.0419741697417,Sélestat
4205,ZEMP,1,683.96437839113,579865,84780,1,0,0,0,0,0,Alsace,Grand Est,2748,6944,2.526928675400291,118616,532,222.9624060150376,Strasbourg
4206,ZEMP,1,116.60108567653734,40597,34817,1,0,0,0,0,0,Alsace,Grand Est,5064,11934,2.3566350710900474,181074,4964,36.47743755036261,Wissembourg
4207,ZEMP,1,179.70078392403664,195306,108684,1,0,0,0,0,0,Alsace,Grand Est,7067,5120,0.7244941276354889,156799,1711,91.64172998246639,Colmar
4208,ZEMP,1,281.69927842423454,433338,153830,1,0,0,0,0,0,Alsace,Grand Est,4427,1722,0.3889767336796928,91105,8482,10.74098090073096,Mulhouse
4209,ZEMP,1,161.11297127168015,120295,74665,1,0,0,0,0,0,Alsace,Grand Est,5837,2991,0.5124207640911427,160679,5885,27.303143585386575,Saint-Louis
4301,ZEMP,1,90.14440571494235,305942,339391,1,0,0,0,0,0,Franche-Comté,Bourgogne-Franche-Comté,3110,5888,1.8932475884244373,157406,10230,15.386705767350929,Besançon
4302,ZEMP,1,145.3244575514825,373526,257029,1,0,0,0,0,0,Franche-Comté,Bourgogne-Franche-Comté,7733,4736,0.6124401913875598,120608,2455,49.12749490835031,Belfort - Montbéliard - Héricourt
4303,ZEMP,1,68.57230517488239,46935,68446,1,0,0,0,0,0,Franche-Comté,Bourgogne-Franche-Comté,2323,3496,1.504950495049505,150274,5210,28.84337811900192,Morteau
4304,ZEMP,1,48.491645794362896,61179,126164,1,0,0,0,0,0,Franche-Comté,Bourgogne-Franche-Comté,3606,9102,2.524126455906822,104361,6003,17.3848075962019,Pontarlier
4305,ZEMP,1,78.45196990316377,69754,88913,1,0,0,0,0,0,Franche-Comté,Bourgogne-Franche-Comté,7350,11174,1.5202721088435374,120683,7098,17.00239504085658,Dole
4306,ZEMP,1,49.11878557252284,119785,243868,1,0,0,0,0,0,Franche-Comté,Bourgogne-Franche-Comté,4043,3736,0.9240662874103388,100107,10750,9.312279069767442,Lons-le-Saunier
4307,ZEMP,1,45.64892545332438,54377,119120,1,0,0,0,0,0,Franche-Comté,Bourgogne-Franche-Comté,1208,6226,5.153973509933775,122858,11038,11.13045841637978,Saint-Claude
4308,ZEMP,1,30.093006033412472,27632,91822,1,0,0,0,0,0,Franche-Comté,Bourgogne-Franche-Comté,1694,6913,4.080873671782762,98071,11873,8.260001684494231,Gray
4309,ZEMP,1,42.61130897768402,117966,276842,1,0,0,0,0,0,Franche-Comté,Bourgogne-Franche-Comté,2558,10129,3.959734167318217,176564,12083,14.612596209550608,Vesoul
